,object,relation,subject
631,"drizzle, low of 50F, high of 70F",saturday,corona
632,"rain, low of 70F, high of 80F",sunday,corona
633,"rain, low of 40F, high of 50F",monday,inglewood
634,"dry, low of 30F, high of 40F",tuesday,inglewood
635,"dew, low of 80F, high of 100F",wednesday,inglewood
636,"cloudy, low of 20F, high of 40F",thursday,inglewood
637,"dew, low of 90F, high of 100F",friday,inglewood
638,"clear skies, low of 70F, high of 90F",saturday,inglewood
639,"rain, low of 30F, high of 40F",sunday,inglewood
640,"rain, low of 50F, high of 70F",monday,carson
641,"stormy, low of 50F, high of 60F",tuesday,carson
642,"windy, low of 60F, high of 70F",wednesday,carson
643,"dew, low of 30F, high of 40F",thursday,carson
644,"foggy, low of 50F, high of 70F",friday,carson
645,"cloudy, low of 90F, high of 100F",saturday,carson
646,"hail, low of 60F, high of 70F",sunday,carson
647,"windy, low of 70F, high of 80F",monday,alameda
648,"hot, low of 90F, high of 100F",tuesday,alameda
649,"misty, low of 50F, high of 60F",wednesday,alameda
650,"hail, low of 30F, high of 40F",thursday,alameda
651,"dry, low of 50F, high of 70F",friday,alameda
652,"raining, low of 40F, high of 60F",saturday,alameda
653,"stormy, low of 70F, high of 90F",sunday,alameda
654,"cloudy, low of 70F, high of 90F",monday,durham
655,"foggy, low of 90F, high of 100F",tuesday,durham
656,"raining, low of 40F, high of 50F",wednesday,durham
657,"raining, low of 20F, high of 40F",thursday,durham
658,"snow, low of 70F, high of 80F",friday,durham
659,"humid, low of 90F, high of 100F",saturday,durham
660,"windy, low of 70F, high of 80F",sunday,durham
661,"clear skies, low of 60F, high of 70F",monday,alhambra
662,"clear skies, low of 70F, high of 90F",tuesday,alhambra
663,"clear skies, low of 50F, high of 70F",wednesday,alhambra
664,"snow, low of 80F, high of 90F",thursday,alhambra
665,"misty, low of 60F, high of 80F",friday,alhambra
666,"stormy, low of 70F, high of 80F",saturday,alhambra
667,"foggy, low of 70F, high of 80F",sunday,alhambra
668,"blizzard, low of 40F, high of 50F",monday,manhattan
669,"dew, low of 40F, high of 60F",tuesday,manhattan
670,"dew, low of 20F, high of 40F",wednesday,manhattan
671,"rain, low of 50F, high of 60F",thursday,manhattan
672,"snow, low of 70F, high of 80F",friday,manhattan
673,"humid, low of 60F, high of 80F",saturday,manhattan
674,"cloudy, low of 90F, high of 100F",sunday,manhattan
675,"windy, low of 80F, high of 90F",monday,menlo park
676,"foggy, low of 50F, high of 70F",tuesday,menlo park
677,"overcast, low of 20F, high of 30F",wednesday,menlo park
678,"hail, low of 40F, high of 60F",thursday,menlo park
679,"humid, low of 70F, high of 90F",friday,menlo park
680,"blizzard, low of 20F, high of 40F",saturday,menlo park
681,"warm, low of 90F, high of 100F",sunday,menlo park
682,"misty, low of 90F, high of 100F",monday,los angeles
683,"overcast, low of 20F, high of 30F",tuesday,los angeles
684,"foggy, low of 20F, high of 30F",wednesday,los angeles
685,"dew, low of 40F, high of 50F",thursday,los angeles
686,"frost, low of 40F, high of 50F",friday,los angeles
687,"rain, low of 90F, high of 100F",saturday,los angeles
688,"hail, low of 20F, high of 40F",sunday,los angeles
689,"dry, low of 30F, high of 40F",monday,downtown chicago
690,"snow, low of 60F, high of 80F",tuesday,downtown chicago
691,"snow, low of 40F, high of 60F",wednesday,downtown chicago
692,"hot, low of 80F, high of 90F",thursday,downtown chicago
693,"drizzle, low of 50F, high of 60F",friday,downtown chicago
694,"foggy, low of 70F, high of 90F",saturday,downtown chicago
695,"drizzle, low of 50F, high of 70F",sunday,downtown chicago
696,"raining, low of 90F, high of 100F",monday,grand rapids
697,"stormy, low of 30F, high of 50F",tuesday,grand rapids
698,"dew, low of 80F, high of 100F",wednesday,grand rapids
699,"misty, low of 90F, high of 100F",thursday,grand rapids
700,"hot, low of 80F, high of 100F",friday,grand rapids
701,"cloudy, low of 20F, high of 40F",saturday,grand rapids
702,"blizzard, low of 50F, high of 60F",sunday,grand rapids
703,"misty, low of 90F, high of 100F",monday,san jose
704,"clear skies, low of 60F, high of 80F",tuesday,san jose
705,"clear skies, low of 30F, high of 50F",wednesday,san jose
706,"hail, low of 70F, high of 90F",thursday,san jose
707,"hot, low of 90F, high of 100F",friday,san jose
708,"windy, low of 90F, high of 100F",saturday,san jose
709,"drizzle, low of 30F, high of 50F",sunday,san jose
710,"windy, low of 60F, high of 70F",monday,alhambra
711,"rain, low of 40F, high of 60F",tuesday,alhambra
712,"windy, low of 30F, high of 40F",wednesday,alhambra
713,"foggy, low of 70F, high of 80F",thursday,alhambra
714,"overcast, low of 70F, high of 80F",friday,alhambra
715,"hot, low of 90F, high of 100F",saturday,alhambra
716,"rain, low of 30F, high of 40F",sunday,alhambra
718,moderate traffic,traffic_info,Peets Coffee
719,5 miles,distance,Peets Coffee
721,road block nearby,traffic_info,5677 springer street
722,3 miles,distance,5677 springer street
725,6 miles,distance,The Westin
728,6 miles,distance,Dish Parking
730,moderate traffic,traffic_info,Papa Johns
731,5 miles,distance,Papa Johns
734,1 miles,distance,Mandarin Roots
736,heavy traffic,traffic_info,Palo Alto Medical Foundation
737,8 miles,distance,Palo Alto Medical Foundation
739,road block nearby,traffic_info,Pizza Chicago
740,6 miles,distance,Pizza Chicago
741,704 El Camino Real,address,Pizza Hut
742,heavy traffic,traffic_info,Pizza Hut
743,3 miles,distance,Pizza Hut
744,465 Arcadia Pl,address,Four Seasons
745,heavy traffic,traffic_info,Four Seasons
746,3 miles,distance,Four Seasons
749,6 miles,distance,P.F. Changs
752,5 miles,distance,Palo Alto Medical Foundation
753,408 University Ave,address,Trader Joes
754,no traffic,traffic_info,Trader Joes
755,5 miles,distance,Trader Joes
756,830 Almanor Ln,address,tai pan
757,heavy traffic,traffic_info,tai pan
758,3 miles,distance,tai pan
759,638 Amherst St,address,Sigona Farmers Market
760,no traffic,traffic_info,Sigona Farmers Market
761,4 miles,distance,Sigona Farmers Market
762,3pm,time,dentist appointment
764,sister,party,dentist appointment
766,the 2nd,date,dentist appointment
767,2pm,time,dentist appointment
771,the 6th,date,dentist appointment
772,5pm,time,dinner
774,Alex,party,dinner
776,the 9th,date,dinner
782,7pm,time,lab appointment
784,sister,party,lab appointment
786,tuesday,date,lab appointment
787,3pm,time,lab appointment
791,the 18th,date,lab appointment
792,6pm,time,lab appointment
794,Tom,party,lab appointment
796,the 3rd,date,lab appointment
797,4pm,time,taking medicine
799,brother,party,taking medicine
801,friday,date,taking medicine
802,"raining, low of 20F, high of 40F",monday,inglewood
803,"hot, low of 80F, high of 90F",tuesday,inglewood
804,"blizzard, low of 40F, high of 60F",wednesday,inglewood
805,"dew, low of 70F, high of 80F",thursday,inglewood
806,"clear skies, low of 20F, high of 40F",friday,inglewood
807,"stormy, low of 90F, high of 100F",saturday,inglewood
808,"raining, low of 40F, high of 50F",sunday,inglewood
809,"misty, low of 50F, high of 60F",monday,alameda
810,"misty, low of 40F, high of 60F",tuesday,alameda
811,"hot, low of 80F, high of 100F",wednesday,alameda
812,"dew, low of 40F, high of 60F",thursday,alameda
813,"humid, low of 60F, high of 80F",friday,alameda
814,"clear skies, low of 70F, high of 80F",saturday,alameda
815,"windy, low of 20F, high of 30F",sunday,alameda
816,"raining, low of 50F, high of 70F",monday,alhambra
817,"hot, low of 80F, high of 100F",tuesday,alhambra
818,"dry, low of 70F, high of 80F",wednesday,alhambra
819,"clear skies, low of 40F, high of 50F",thursday,alhambra
820,"dry, low of 70F, high of 90F",friday,alhambra
821,"stormy, low of 60F, high of 70F",saturday,alhambra
822,"overcast, low of 90F, high of 100F",sunday,alhambra
823,"drizzle, low of 50F, high of 70F",monday,durham
824,"snow, low of 30F, high of 50F",tuesday,durham
825,"cloudy, low of 50F, high of 70F",wednesday,durham
826,"rain, low of 20F, high of 30F",thursday,durham
827,"overcast, low of 40F, high of 60F",friday,durham
828,"cloudy, low of 40F, high of 50F",saturday,durham
829,"cloudy, low of 90F, high of 100F",sunday,durham
830,"cloudy, low of 90F, high of 100F",monday,redwood city
831,"windy, low of 90F, high of 100F",tuesday,redwood city
832,"windy, low of 90F, high of 100F",wednesday,redwood city
833,"cloudy, low of 40F, high of 60F",thursday,redwood city
834,"windy, low of 60F, high of 70F",friday,redwood city
835,"rain, low of 30F, high of 40F",saturday,redwood city
836,"humid, low of 70F, high of 80F",sunday,redwood city
837,"clear skies, low of 90F, high of 100F",monday,camarillo
838,"cloudy, low of 90F, high of 100F",tuesday,camarillo
839,"windy, low of 30F, high of 50F",wednesday,camarillo
840,"snow, low of 90F, high of 100F",thursday,camarillo
841,"overcast, low of 90F, high of 100F",friday,camarillo
842,"overcast, low of 60F, high of 80F",saturday,camarillo
843,"rain, low of 60F, high of 70F",sunday,camarillo
844,"overcast, low of 90F, high of 100F",monday,atherton
845,"drizzle, low of 30F, high of 40F",tuesday,atherton
846,"warm, low of 90F, high of 100F",wednesday,atherton
847,"cloudy, low of 70F, high of 80F",thursday,atherton
848,"misty, low of 90F, high of 100F",friday,atherton
849,"misty, low of 50F, high of 60F",saturday,atherton
850,"frost, low of 30F, high of 50F",sunday,atherton
856,6 miles,distance,Palo Alto Medical Foundation
858,no traffic,traffic_info,Hotel Keen
861,moderate traffic,traffic_info,Whole Foods
862,2 miles,distance,Whole Foods
864,heavy traffic,traffic_info,P.F. Changs
865,3 miles,distance,P.F. Changs
866,338 Alester Ave,address,Midtown Shopping Center
867,moderate traffic,traffic_info,Midtown Shopping Center
868,1 miles,distance,Midtown Shopping Center
871,1 miles,distance,5677 springer street
872,347 Alta Mesa Ave,address,jills house
873,moderate traffic,traffic_info,jills house
874,5 miles,distance,jills house
875,436 Alger Dr,address,Palo Alto Cafe
876,no traffic,traffic_info,Palo Alto Cafe
877,1 miles,distance,Palo Alto Cafe
878,171 Oak Rd,address,Topanga Mall
879,heavy traffic,traffic_info,Topanga Mall
880,1 miles,distance,Topanga Mall
884,842 Arrowhead Way,address,Panda Express
885,heavy traffic,traffic_info,Panda Express
886,5 miles,distance,Panda Express
890,783 Arcadia Pl,address,Chevron
891,heavy traffic,traffic_info,Chevron
892,5 miles,distance,Chevron
893,864 Almanor Ln,address,jacks house
894,road block nearby,traffic_info,jacks house
895,6 miles,distance,jacks house
896,"drizzle, low of 20F, high of 30F",monday,san jose
897,"clear skies, low of 90F, high of 100F",tuesday,san jose
898,"cloudy, low of 30F, high of 40F",wednesday,san jose
899,"snow, low of 80F, high of 100F",thursday,san jose
900,"dry, low of 80F, high of 100F",friday,san jose
901,"snow, low of 60F, high of 80F",saturday,san jose
902,"windy, low of 40F, high of 50F",sunday,san jose
903,"warm, low of 70F, high of 90F",monday,new york
904,"cloudy, low of 70F, high of 80F",tuesday,new york
905,"overcast, low of 50F, high of 70F",wednesday,new york
906,"overcast, low of 50F, high of 70F",thursday,new york
907,"foggy, low of 40F, high of 60F",friday,new york
908,"cloudy, low of 80F, high of 90F",saturday,new york
909,"drizzle, low of 40F, high of 60F",sunday,new york
910,"clear skies, low of 60F, high of 80F",monday,seattle
911,"raining, low of 50F, high of 60F",tuesday,seattle
912,"drizzle, low of 50F, high of 70F",wednesday,seattle
913,"foggy, low of 30F, high of 50F",thursday,seattle
914,"cloudy, low of 70F, high of 90F",friday,seattle
915,"drizzle, low of 90F, high of 100F",saturday,seattle
916,"warm, low of 70F, high of 80F",sunday,seattle
917,"dry, low of 40F, high of 50F",monday,compton
918,"rain, low of 90F, high of 100F",tuesday,compton
919,"foggy, low of 20F, high of 40F",wednesday,compton
920,"foggy, low of 20F, high of 30F",thursday,compton
921,"drizzle, low of 30F, high of 50F",friday,compton
922,"snow, low of 30F, high of 50F",saturday,compton
923,"warm, low of 50F, high of 70F",sunday,compton
924,"drizzle, low of 70F, high of 90F",monday,mountain view
925,"overcast, low of 30F, high of 40F",tuesday,mountain view
926,"cloudy, low of 30F, high of 40F",wednesday,mountain view
927,"snow, low of 90F, high of 100F",thursday,mountain view
928,"humid, low of 90F, high of 100F",friday,mountain view
929,"raining, low of 30F, high of 40F",saturday,mountain view
930,"overcast, low of 50F, high of 60F",sunday,mountain view
931,"raining, low of 50F, high of 60F",monday,inglewood
932,"overcast, low of 40F, high of 60F",tuesday,inglewood
933,"overcast, low of 20F, high of 40F",wednesday,inglewood
934,"hot, low of 50F, high of 70F",thursday,inglewood
935,"cloudy, low of 50F, high of 70F",friday,inglewood
936,"overcast, low of 20F, high of 30F",saturday,inglewood
937,"dry, low of 50F, high of 70F",sunday,inglewood
938,"overcast, low of 90F, high of 100F",monday,redwood city
939,"drizzle, low of 90F, high of 100F",tuesday,redwood city
940,"rain, low of 70F, high of 90F",wednesday,redwood city
941,"hot, low of 70F, high of 90F",thursday,redwood city
942,"foggy, low of 80F, high of 90F",friday,redwood city
943,"snow, low of 90F, high of 100F",saturday,redwood city
944,"hot, low of 80F, high of 90F",sunday,redwood city
945,1 pm,time,swimming activity
946,-,room,swimming activity
947,-,party,swimming activity
948,-,agenda,swimming activity
949,monday,date,swimming activity
950,11 am,time,football activity
952,-,party,football activity
954,thursday,date,football activity
955,11 am,time,lab appointment
957,-,party,lab appointment
960,1 pm,time,medicine
961,-,room,medicine
962,-,party,medicine
963,-,agenda,medicine
964,friday,date,medicine
965,7 pm,time,meeting
967,sales team,party,meeting
968,discuss the company picnic,agenda,meeting
969,monday,date,meeting
970,10 am,time,conference
971,conference room 102,room,conference
972,executive team,party,conference
973,discuss the company picnic,agenda,conference
974,monday,date,conference
976,car collision nearby,traffic_info,Panda Express
977,6 miles,distance,Panda Express
980,4 miles,distance,P.F. Changs
983,2 miles,distance,Topanga Mall
985,road block nearby,traffic_info,76
986,5 miles,distance,76
988,car collision nearby,traffic_info,Palo Alto Cafe
989,4 miles,distance,Palo Alto Cafe
992,3 miles,distance,Chef Chu's
995,3 miles,distance,Philz
997,moderate traffic,traffic_info,Starbucks
998,6 miles,distance,Starbucks
1000,no traffic,traffic_info,toms house
1001,6 miles,distance,toms house
1004,2 miles,distance,Stanford Express Care
1006,no traffic,traffic_info,Philz
1008,5672 barringer street,address,5672 barringer street
1009,no traffic,traffic_info,5672 barringer street
1010,2 miles,distance,5672 barringer street
1013,5 miles,distance,Dominos
1015,heavy traffic,traffic_info,Mandarin Roots
1016,5 miles,distance,Mandarin Roots
1019,1 miles,distance,Valero
1023,10 ames street,address,home
1025,3 miles,distance,home
1027,no traffic,traffic_info,Pizza Hut
1028,2 miles,distance,Pizza Hut
1030,road block nearby,traffic_info,Philz
1033,heavy traffic,traffic_info,Midtown Shopping Center
1034,2 miles,distance,Midtown Shopping Center
1036,heavy traffic,traffic_info,76
1037,2 miles,distance,76
1039,road block nearby,traffic_info,Willows Market
1040,2 miles,distance,Willows Market
1042,moderate traffic,traffic_info,tai pan
1043,1 miles,distance,tai pan
1044,"humid, low of 60F, high of 70F",monday,san mateo
1045,"rain, low of 20F, high of 40F",tuesday,san mateo
1046,"cloudy, low of 60F, high of 70F",wednesday,san mateo
1047,"foggy, low of 40F, high of 50F",thursday,san mateo
1048,"windy, low of 60F, high of 80F",friday,san mateo
1049,"cloudy, low of 80F, high of 100F",saturday,san mateo
1050,"cloudy, low of 70F, high of 80F",sunday,san mateo
1051,"clear skies, low of 50F, high of 70F",monday,fresno
1052,"frost, low of 40F, high of 50F",tuesday,fresno
1053,"cloudy, low of 90F, high of 100F",wednesday,fresno
1054,"misty, low of 90F, high of 100F",thursday,fresno
